freq	yrect	yhann
1463.297526	99.91674125	23.75134772
1475.003906	345.3565205	22.31553885
1486.710286	428.3977776	19.75707
1498.416667	300.7541164	16.64539145
1510.123047	30.25213775	13.61342464
1521.829427	248.2199199	11.04204414
1533.535807	389.4517894	8.847555801
1545.242187	325.6899899	6.682097954
1556.948568	92.70042531	4.579109997
1568.654948	187.822706	3.999105651
1580.361328	370.13464	6.146778385
1592.067708	360.0056589	9.218353083
1603.774089	161.7289417	12.08063823
1615.480469	124.5088122	14.31686081
1627.186849	353.7672405	15.79393942
1638.893229	410.752837	16.52518683
1650.599609	267.9647861	16.58503809
1662.30599	21.51359946	16.05751131
1674.01237	262.1278616	15.01413808
1685.71875	379.3662799	13.50779648
1697.42513	297.4857525	11.56798778
1709.13151	60.41276851	9.204207334
1720.837891	212.4857271	6.435855486
1732.544271	378.7616688	3.362482175
1744.250651	354.9616999	1.107708068
1755.957031	152.5640672	3.796775809
1767.663411	127.8951673	6.921046663
1779.369792	344.8603423	9.614347106
1791.076172	392.1116112	11.63120179
1802.782552	248.5399376	12.82057079
1814.488932	19.66898719	13.10306919
1826.195312	255.5417	12.45315534
1837.901693	360.0324806	10.88378986
1849.608073	275.5126191	8.449416833
1861.314453	51.5076026	5.291852699
1873.020833	207.6794916	2.074701824
1884.727214	354.6294777	3.668652825
1896.433594	320.3532521	7.743903182
1908.139974	121.4119299	11.64323387
1919.846354	147.0024239	14.82825932
1931.552734	345.1470279	16.93849503
1943.259115	378.8680244	17.75027305
1954.965495	232.8005297	17.20325358
1966.671875	22.63465888	15.40621309
1978.378255	248.6540392	12.60933825
1990.084635	343.3398898	9.142215841
2001.791016	259.7105991	5.343022835
2013.497396	48.59188546	1.656416358
2025.203776	192.037543	2.864298216
2036.910156	323.6930603	6.583464904
2048.616536	286.806203	10.17606279
2060.322917	102.2280462	13.3729511
2072.029297	143.6184815	15.88205097
2083.735677	314.6156003	17.41397565
2095.442057	331.6423455	17.78492339
2107.148438	186.4647882	17.0156388
2118.854818	50.99405824	15.40566012
2130.561198	252.5806605	13.56970084
2142.267578	325.6367886	12.33807193
2153.973958	234.831261	12.27060966
2165.680339	30.60684099	13.06794084
2177.386719	179.8723901	13.87547555
2189.093099	287.6135704	13.97435004
2200.799479	238.2089648	13.02374979
2212.505859	59.00162322	11.04373122
2224.21224	156.8381038	8.390454054
2235.91862	295.597969	5.893411981
2247.625	285.0515087	5.24534999
2259.33138	129.5691777	7.143315165
2271.03776	97.37179665	10.02522336
2282.744141	274.5574052	13.00366041
2294.450521	318.7352343	15.80417787
2306.156901	208.8428551	18.25095642
2317.863281	11.07807584	20.11260812
2329.569661	192.0400592	21.1202659
2341.276042	275.3354124	21.064347
2352.982422	205.5336585	19.89564413
2364.688802	23.11944493	17.78489519
2376.395182	185.2263996	15.1174772
2388.101562	300.3043583	12.42372847
2399.807943	264.7755885	10.23114538
2411.514323	94.20899157	8.83264594
2423.220703	126.7853965	8.121841435
2434.927083	285.6878325	7.810211134
2446.633464	302.3717105	7.825074479
2458.339844	168.4061596	8.380904122
2470.046224	48.67698465	9.644742505
2481.752604	235.9885686	11.42475259
2493.458984	298.6841436	13.25105161
2505.165365	203.4670115	14.59651216
2516.871745	23.49532957	15.01965744
2528.578125	218.4787874	14.25001452
2540.284505	328.7402039	12.24644276
2551.990885	279.5453185	9.224768776
2563.697266	93.31342607	5.701671347
2575.403646	138.7149084	3.091835356
2587.110026	301.3564484	4.438554662
2598.816406	315.111514	7.374872608
2610.522786	174.9960493	10.06284058
2622.229167	47.12169655	12.31468905
2633.935547	238.233426	14.21904058
2645.641927	302.91099	15.83613674
2657.348307	210.4384738	17.08613521
2669.054687	32.34775996	17.77296105
2680.761068	203.9536222	17.68330738
2692.467448	309.6770439	16.68340534
2704.173828	261.6387326	14.76834362
2715.880208	84.23689117	12.06530579
2727.586589	132.7241951	8.810256373
2739.292969	278.2786551	5.34865347
2750.999349	279.6441931	2.514193921
2762.705729	137.2504554	3.295728451
2774.412109	75.50907981	6.006245451
2786.11849	248.9466905	8.500564196
2797.82487	294.7164484	10.43921138
2809.53125	189.6956934	11.71337019
2821.23763	21.89683776	12.27509499
2832.94401	209.9284757	12.10973209
2844.650391	298.6080157	11.23674571
2856.356771	234.8961109	9.727024387
2868.063151	51.3336943	7.734123379
2879.769531	161.4670442	5.559944414
2891.475911	292.602691	3.851458797
2903.182292	277.1419897	3.70424843
2914.888672	123.2157182	4.911226487
2926.595052	92.51786216	6.220151029
2938.301432	258.1959724	7.048553783
2950.007812	292.1266728	7.235106552
2961.714193	177.8999051	6.824087122
2973.420573	26.95234836	6.01828328
2985.126953	212.9142767	5.183797561
